,index,walk_id,title,summary,lat,lng
2623,2623,223,Bun Bun Bakery,"Bun Bun Bakery , a very popular bakery specialising in meat and salad rolls, is one of many Vietnamese bakeries along this walk.",-37.95227299,145.15213458
2624,2624,223,Peaceful suburban route,After the hustle and bustle of Springvale Rd and Buckingham Ave it is nice to veer off onto this nice quite suburban street on the way to the park.,-37.95380635,145.14715621
2625,2625,223,Norman Luth Reserve,"Norman Luth Reserve is a big park with 2 soccer grounds, 2 BBQ areas, big playground and a walk/running gravel track around the perimeter. ",-37.95523263,145.14097976
2626,2626,223,Library and Playground,"You can stop in at the library, to borrow a book, use the internet or simply read the paper – there are also public toilets inside. There is a playground and picnic area out the back.",-37.956868,145.1523831
2627,2627,223,Resting point in the flowers,The flower garden in the entry way to the Springvale Town Hall and Council Chambers is a very pretty spot to sit down and watch the world go by.,-37.9555371,145.15175256
2628,2628,223,Book Sculpture ,"This book inspired sculpture is the footpath in front of Springvale Rise Primary School, I am sure it is encouraging the kids to read more!",-37.95195912,145.15244912
2629,2629,223,Springvale Train Station,"The easiest way to get to Springvale is by public transport, the station is right in the middle and has lots of services to Melbourne CBD and suburban Melbourne.",-37.94973551,145.15288272
2630,2630,224,Poinciana,The Poinciana is originally form Madagascar but you have the chance to see it here in Brisbane! Don't forget to upload you recordings on the ClimateWatch app. ,-27.47349014,153.02932888
2631,2631,224,Silky Oak and Firewheel Tree,"Both evergreen tree, the Silky Oak's leaves are silvery green and fern-like while the Firewheel's leaves are dark glossy green. ",-27.47467524,153.02847326
2632,2632,224,African Tulip Tree,Flowers usually appear in September. Are they out today? ,-27.47553192,153.02888095
2633,2633,224,Gymea Lily,"Continuing on the path, you are going to see a giant tussock-like, rosette plant. They can reach 5 m high with the flower stalk!",-27.4758746,153.02917063
2634,2634,224,Illawarra Flame Tree,"An iconic Australian tree which flowers in spring. Scientists think that these trees and others might flower earlier due to climate change, so please record what you see.",-27.4769502,153.02973926
2635,2635,224,Jacaranda,Stop in at the mighty Jacaranda tree on the right. What stage of its annual life cycle is it up to? ,-27.47601738,153.03112328
2636,2636,225,Cannon Hill,War memorial,-38.38849397,142.48219538
2637,2637,225,View of Warrnambool's Foreshore,Beginning of the walk,-38.38875619,142.48286519
2638,2638,225,Mini Golf,Enjoy a game of Mini Golf ,-38.39409709,142.47671384
2639,2639,225,Skate Park,Skate Park,-38.39778807,142.47213081
2640,2640,225,Viaduct Road ,Entry onto Pickering Point Trail,-38.39973851,142.47224008
2641,2641,225,Entry onto the Foreshore,You can enter onto the foreshore or beach via the Lake Pertobe Road section of the walk.,-38.39430668,142.47611016
2642,2642,225,Breakwater,Breakwater,-38.4024456,142.47539932
2643,2643,225,Breakwater,Wander around the cities beautiful breakwater,-38.40255972,142.4759603
2644,2644,225,Point Richie Lookout,Here you will find Public Toilets and Parking,-38.40167683,142.50852403
2645,2645,225,Loagans Beach Walk,Here Logan's Beach walk joins Warrnambool's Foreshore walk ,-38.40020615,142.50976492
2646,2646,225,The Flume (Surf Beach),Car Parking,-38.39317071,142.49113083
2647,2647,225,Surf Life Saving Club,"Surf Life Saving Club.
BBQ and Public Toilets.",-38.39315587,142.48356763
2648,2648,225,Car Parking,Direct access to the beach.,-38.39404422,142.48014057
2649,2649,225,Car Parking,Car and boat trailer parking,-38.40219343,142.47486535
2650,2650,225,Car Park,Car Park with direct access to Sting Ray Bay,-38.39989994,142.47225233
2651,2651,225,Public Toilets and BBQ,Public Toilets and BBQ,-38.39257394,142.48169944
2652,2652,226,Point Park,"This environmentally sustainable parkland, features rain gardens and water storage cells cleverly concealed within the design.  Free BBQs and picnic tables are available.",-37.82324052,144.94189244
2653,2653,226,Marina YE,This Yarra's Edge Marina offers 175 private and public berths and boasts a range of facilities and services just minutes from the CBD.,-37.82440631,144.94534633
2654,2654,226,Webb Bridge (2003),The sculptural Webb Bridge (Robert Owen & Denton Corker Marshall) was the result of an art competition transforming a disused cargo link into an artwork that functions as a walking and cycling link.,-37.82396155,144.94755411
2655,2655,226,Blowhole (2004),"Docklands' prevailing winds
have been harnessed as a
medium in this 15-metre
sculpture by Duncan Stemler, creating a
spectacular animated beacon
within Docklands Park. ",-37.82182847,144.94694655
2656,2656,226,Docklands Park,This community park is always humming with activity from family play time to lunchtime gatherings. Free BBQs and picnic tables are available.The children's area is located at the end of the park.,-37.81969015,144.94640515
2657,2657,226,Cow up a Tree (1999),Created by John Kelly this artwork attracts an amazing amount of attention. The artwork was inspired by a flood that swept cattle into trees in Victoria's Gippsland region.,-37.81703745,144.94554815
2658,2658,226,NewQuay,"NewQuay's superb array of waterfront dining and drinking options range from Cambodian to Italian, Cantonese to Indian.
Day and night, people gather to enjoy the unique waterside atmosphere on NewQuay.",-37.81428071,144.94387844
2659,2659,226,Silence (2003),"Sculptor Adrian Mauriks has
described this work as a series
of forms arousing to the mind,
appealing to memory, reminding
you of natural things  clouds,
a tree, a forest  questioning
and gesturing'",-37.81509043,144.94171241
2660,2660,226,NewQuay,"NewQuay is home to the Melbourne City Marina and NewQuay Marina, with berthing for public and commercial vessels. Enjoy the view of luxury cruisers and boats for hire.",-37.81540609,144.94082941
2661,2661,227,Sport equipment for use on the walk,The Council has provided a few sport aparatus for walkers to use.,-36.46116452,142.02435029
2662,2662,227,Hindmarsh Shire should be congratulated,The plaque,-36.46118138,142.02441304
2663,2663,227,Picnic tables are dotted around the park and the walk,Picnic tables are dotted around the park and the walk and the Wimmera River is in the background,-36.4611395,142.02425694
2664,2664,227,The scene at the Wimmera River,Looking South along the Wimmera River,-36.46140113,142.0250462
2665,2665,227,Wimmera River View,The Wimmera River is magnificent,-36.46180162,142.02563326
2666,2666,227,View along the roadway,Wheelchair bound people can take the roadway if the do not wish to brave the gravel walking paths,-36.46186285,142.02584006
2667,2667,227,The roadway,The roadways is in excellent condition,-36.4613032,142.02479049
2668,2668,227,BBQ areas,The BBQ areas are well supported with water and bins etc,-36.46126755,142.02469741
2669,2669,227,"Playground and sport amenities, netball court",There are loads of things for the kids to do whilst you are on a walk,-36.46164751,142.02544265
2670,2670,227,Boat Ramp,The turn around point is the Dimboola Boatramp,-36.46515823,142.03216413
2671,2671,227,Car parking area,The boat ramp car parking area,-36.4652804,142.03226419
2672,2672,227,Boating details,Details for boating and fishing,-36.46518177,142.03216575
2673,2673,227,Picnic or seating area,There is seating along the walk,-36.46505068,142.03213773
2674,2674,227,Along the walk by the river,"The river walk is quite pretty and under trees. The trees are filled with all manner of birdlife such as parrots, cockys, galahs, corellas, lorrikeets, magpies, crows and other birds",-36.46475601,142.03197443
2675,2675,227,Wonderful walk,There are plenty of scenic spots along the walk,-36.46443076,142.03171217
2676,2676,227,River walk,make sure you take in the river walk,-36.46406166,142.03124426
2677,2677,227,Check out where the birds are nesting,The birds have loads of nesting areas in the trees and many are able to seen at breeding season,-36.46370004,142.03072484
2678,2678,227,Walk towards the pavillions,Take the walking track behind the pavillions closest to the river,-36.46279719,142.0287038
2679,2679,227,Another piece of gym equipment,Gym equipment to keep fit by,-36.46199,142.02629611
2680,2680,227,looking back toward the river,At the main pavillions here is located the main public toilets,-36.45970602,142.02549235
2681,2681,227,The wide view to the sports oval and buildings,The wide view to the sports oval and buildings,-36.46006537,142.02802639
2682,2682,227,Take the left fork in the road,Take the left fork in the road,-36.45904803,142.02864077
2683,2683,227,There are a few tracks ,"There are a few tracks here that can also lead you to other ways around the park, but stick to the main track if you are in a wheelchair please.",-36.46074629,142.02806802
2684,2684,227,Looking up Park Street,The road up Park Street,-36.46253092,142.02813709
2685,2685,227,River Gums,The river gums are magnificent,-36.46335145,142.03029513
2686,2686,227,BBQ and Picnic Area,There is a few BBQs and picnic table under shady tree lined areas where you park the cars. There are bins and water is available here.,-36.46145839,142.02519571
2687,2687,227,Under Cover Picnice Area,A large picnic area is under cover and can be used in poor or wet weather,-36.46136046,142.02494
2688,2688,228,Knobby Club Rush,"Very hardy and successful near coasts.  It helps to bind sandy soil, is also good for getting rid of polluted water.  Aboriginal people used this in combination with sedges for weaving.",-38.20643799,144.70676986
2689,2689,228,Seat on the coast,As soon as you reach the beach there is a seat where you can rest for a moment.  You might spot a dolphin or banjo shark if the water is calm.,-38.2064265,144.70699026
2690,2690,228,Beach walk,If the tide is out you can return to Beach road via the beach.  ,-38.20568374,144.70729471
